Rating,Title,Full Review,Information,Service Ratings
1.0 of 5 bubbles,Worst airline ever. Expect the unexpected.,Terrible airline. It never boards on-time. Front desk is extremely rude and uncooperative. The seats are tiny and uncomfortable. The air-hostesses look and act extremely overworked. Most importantly there isn’t any regulation that each airport follows. All the rules are different at each check in desk. Phuquoc was the only kind check in desk. Other than that. Expect to pay for unexpected weighing at some airports and to be not be weighed baggage at others. Zero consistency and all flights delayed.,Date of travel: March 2025,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Horrible company,"It was a horrible experience with them. It was my first and last time flying with them. Please don't flight in this Airlines. I got delayed 5 hours because they had a ""technical problem"". Also, when I was arriving at Hiroshima the Pilot changed the route and we arrived at Osaka (400 km further from Hiroshima) and they didn't give an answer. They told me they were not responsible because there was a bad weather in Hiroshima that's why they changed the route. But I didn't have internet, I didn't know where I was and they didn't help us to get our final destination.
I called and wrote several times to get help but they never responded to me.
If you don't want to have a bad experience please don't flight in this company",Date of travel: March 2025,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,There can also be flights without problems,"I had to leave a comment to indicate that the company had NO delays, NO CHANGES and we had NO PROBLEMS.

We had looked at the comments and reviews for an internal flight and it was the only company available, in the end we were anxious like never before for 2 weeks waiting for NOTHING because everything was perfect! We had the application to check if there were updates directly, but no changes.

So for those in the same situation you also have to keep hope. Sometimes it can also go well.",Date of travel: February 2025,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Never comeback on this airline,"Worst airline in the world, they would scam you guys in any kind of service. Be careful if you planning to fly with them. I just got scam 30 dollars on the way to HCM from Hue",Date of travel: March 2025,
2.0 of 5 bubbles,Review on VietJet Air – Appreciation for Ms. Linh’s Support,"I understand that working in the airline industry can be demanding, and the workload might be challenging. However, I was truly disappointed with the unprofessional and unpleasant attitude of VietJet’s cabin crew on two separate occasions. I hope the airline will focus more on training its staff to ensure better professionalism and customer service.

That being said, I also appreciate the support from some of the crew members who made me feel welcome. A special thanks to Ms. Linh Duong at the Hồ Con Rùa office for assisting me with ticket rescheduling and changes.",Date of travel: February 2025,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Dont do it! Dont book!,"Dont book this airline. CS sucks. Cant get a hold of anyone when you need to pay for extra lugguage. So they end up charging you an arm amd leg per kilogram at the counter, even their website said you can buy extra lugguage at 20kg for ~1.6mil vnd. People cut in line, the staff  standing there doesnt care or say anything. Why have a line then?  At least the counter lady is Japanese and she was somewhat helpful.",Date of travel: March 2025,
1.0 of 5 bubbles,Terrible Experience – Avoid Vietjet at All Costs!,"I had a horrible experience with Vietjet and would strongly advise against flying with them. I was booked on flight VJ 086 to Ho Chi Minh City at 11:00 AM, but when I arrived at the airport at 8:00 AM, I was informed that my flight was delayed until 3:00 PM. When I returned at 1:00 PM, I was shockingly told to come back the next morning because they didn’t have enough passengers to operate the flight!

The staff was extremely rude, offered no assistance, and did not provide accommodation, food, or taxi fare despite the major inconvenience. When I finally arrived the next day, I was rerouted to Hanoi instead of Ho Chi Minh City—without any prior communication!

The in-flight service was equally pathetic. They didn’t accept credit cards and only accepted US dollars, even for something as basic as water! This was completely unreasonable and left many passengers stranded without the ability to purchase food or drinks.

Overall, this was the worst airline experience I’ve ever had. Unreliable flights, rude staff, zero customer service, and a complete disregard for passengers. DO NOT TRAVEL WITH VIETJET!",Date of travel: February 2025,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Useless customer service,"To whom so ever it may concern 

Just wanted to give our feedback on my recent Bali trip from India ( Ahmedabad) we left Ahmedabad on 7th night with my family and friends and had lowest customer experience and would give 1 star and would never travel again in your airline.
First very rude and unprofessional staff at Ahmedabad airport. They asked to weight our purse and jacket which is very unusual and then we missed our flight at Hochi min while coming back. We were at gate 10 sitting and our gate was 14.  We missed the time and no one called our name or bother to find us even it was transit flight. They said it’s silence airport but I have seen other good airlines calling peoples name and waking around if someone has not reported. Your staff did not bother to do that. We paid difference for next day they only ask for cash and never gave us any receipts. You are budget airline but this is way lower quality of handling your customer. You guys don’t even provide cup of water in flight and one has to buy that which is not legal in most of the country. Any way horrible experience flying with you guys.",Date of travel: February 2025,
1.0 of 5 bubbles,The worst flying experience ever,"I recently flew with Vietjet Airlines from Ho Chi Minh City to Narita, Japan, and unfortunately, my experience was quite disappointing. Passengers are required to pay extra for checked luggage, and both carry-on and personal bags are weighed together. It is important to note that the combined weight of these bags must not exceed 14 kg, or an additional fee will be charged. I was charged $70 because my combined carry-on and personal bag exceeded the limit despite my personal bag fitting under the seat and my carry-on does not exceed 14kg. 

Additionally, I encountered several other issues, including unprofessional airport staff, rude security personnel who raised their voices at passengers, and an extremely long check-in line, as there was only one counter available for all Vietjet flights. Frequent gate changes and flight delays further added to the frustration.

Based on this experience, I would not choose to fly with Vietjet Airlines again and would not recommend it to others.",Date of travel: February 2025,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Worst flight experience,"We booked our flight earlier, and suddenly they informed us that our scheduled flight will be shifted to some other day with indirect flight, though the flight, which we booked is still flying on the same date, but they cancelled our bookings and shifted to some other day. This is highly disappointing at their end we have already paid so much we have already booked everything in Vietnam and now out of nowhere. Suddenly they just emailed us that our flight has been shifted.",Date of travel: March 2025,
1.0 of 5 bubbles,Another rubbish Airline!,"We arrived at the airport, and were all told to go to the Viet Jet desk to pay for our middle names to be added to our boarding passes. The check in was virtually impossible to do on a phone. 
Yet another thieving airline along with Ryan Air and Easy Jet. They should not be aloud to get away with their antics. 
I am now on the flight. It is very cramped, and I have a window seat without a window! 😤",Date of travel: March 2025,
1.0 of 5 bubbles,VietJet uses passenger bags to smuggle drugs,"The flight was delayed by seven hours. It was not too bad because I had been paying for the business lounge; however, what actually angered me was what I learned after we arrived in Da Nang. The employees of the airline used our bags to smuggle items. This explained the delays because I did not understand how they could keep changing the time and then tell us to go to different boarding points. Once we arrived, the last two of our six bags came out after everyone else had left, and the first thing we noticed was that they were cut open. Upon further inspection at the hotel, I noticed that they cut the bags strategically to fit in small bags as the shape left an imprint on my foam neck rest, which I forgot to take out for the flight. I now have to buy new bags, and mind you, I paid a substantial amount investing in these pieces of luggage. I will never use their airline again. I would rather take the bus if their airline is the only one available.",Date of travel: January 2025,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
