Rating,Title,Full Review,Information,Service Ratings
1.0 of 5 bubbles,WORST AIRWAY COMPANY IN THE WORLD - PLEASE DONT TRAVEL WITH THIS REDICULOUS COMPANY,"I am writing to formally complain about the appalling treatment I experienced on my flight from Danang to Ho Chi Minh City on 21st May. The service was marred by overcrowded transportation, neglect of my wheelchair-bound mother, denial of attendant assistance, and unprofessional behavior from the airport manager. These issues demonstrate a blatant disregard for passenger welfare and basic rights. I demand a formal apology, disciplinary action against the staff involved, assurance of corrective measures, and compensation for the distress caused. Failure to address this will lead me to escalate the matter to authorities and share my experience publicly.",Date of travel: May 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bad experience,"Bamboo airways cancelled my flight and never refunded my money back.
Terrible and disappointing. I gave up chasing them on my money. Worst airlines.",Date of travel: December 2023,
1.0 of 5 bubbles,Stay away,"The airline canceled my flights without offering any alternative flights and giving no indication of the refund procedure. They did not respond to emails or even calls. I had to go to their agency at the airport in Ho Chi Minh City, and even there they were very rude and unable to give me any useful directions. After numerous e-mails, they confirmed a refund to me within 90 days. It has now been more than 100 days and the refund has never been made. The airline is in disarray. To be absolutely avoided.",Date of travel: February 2024,
1.0 of 5 bubbles,SCAMMERS - book elsewhere,"My worse flight experience. Save yourself from calling with customer services and booking - they are quick to get your money but NEVER want to refund your flight (""processing time is about 90 business days""). My flight got delayed for 5 times, and I wanted to cancel but they are the most irresponsible, immoral people you can find. Fly with more expensive airlines. This is the worse travelling experience, and I have been flying internationally for years.",Date of travel: May 2024,
1.0 of 5 bubbles,WORST AIRLINE AVOID IT UNDER ANY COST,"One of the worst airline, which canceled their flights any time and not refund your money even after mailing so many times

They will never take your calls, call centre don't works",Date of travel: April 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Stay away,"I really wish I had read these reviews before booking. The airline is a scam, so you should not book with them under any circumstances. We had three kids with us, and what they did to us greatly impacted our holiday and our bank account. Shame on them.",Date of travel: April 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bad choice,"Bamboo Airways is scammy company. Waiting more than half year for refund for cancelled flight. They dont comunicate through email or call centre. I wasted one day of my holidays in Hanoi in their Office just to listen lyes. My booking reference is QF23MF. I will review them on other platforms too, because they didn't give me other choice.",Date of travel: January 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}]"
1.0 of 5 bubbles,They cancel flights and don't reimburse,I got my flight cancelled and NEVER got reimbursed. I sent them more than 100 emails. They cancelled the flight 6 months ago and still nothing!,Date of travel: December 2023,
1.0 of 5 bubbles,It's a scam airline,"This airline a week before my flight cancelled their scheduled flight. They promised to refund my cancelled flight but after more than 3months, no response from them and no follow up taken. Don't book from them again. A scam flight provider.",Date of travel: November 2023,
1.0 of 5 bubbles,The Council against Bamboo Airways while they do not refund money for cancelled tickets.,"2x return tickets by Bamboo Airways. in Business Class Saigon - Phu Quoc 1/14/2024 return 2/3/2024 for $720.

Tickets cancelled without refund and re-claimed without refund. Bamboo Airways it basically doesn't respond and expects you to get tired and Bamboo Airways will not refund. Basically, don't buy or fly with Bamboo Airways.

Help is simple, and I am surprised by the ignorance of all the complains! Valid only if tickets were purchased through Bamboo Airways website by payment card! If not - you will not be happy! Suing in Vietnam (a small amount) is a nonsense.

Claim a refund with your bank that given you the payment credit card. You must submit documents to the bank - written correspondence (e-mails) where you request a refund and notice that the seller (Bamboo Airways) does not reply or has promised to refund the money and despite your urgent refunds and does not reply (silent)!

I complained with my bank and after about 7 weeks, my bank refunded me the full amount. Bamboo Airways did not prove to their Vietnam bank that it was not right to return the money. You have approximately 13 months from the payment to make a claim - The money is withdrawn from payment card. 

You no longer deal with the airline, but your bank deals with the airline's bank for you. The processing of this claim is subject to strict international rules of companies such as VISA or Mastercard. This is only one way; Bamboo Airways has a special business policy and does not deal fairly!",Date of travel: January 2024,
1.0 of 5 bubbles,"It's a scam, stay away!","It's a scam, stay away!
They canelled their flight and offered a refund. Ignored my requests for a refund for a few months. Nerver received my money back.",Date of travel: November 2023,
1.0 of 5 bubbles,Horrible!! Do not use,"Cancelled my 7 am flight  a week before. I had to rebook and flights were pricey on different airline.  They then send me an email 6 days later saying they rebooked me on a midnight flight
Having trouble getting refund
Asked for refund right away after cancelled email
DO NOT BOOK WITH THUS AIRLINE
Vietnam air ended up being super and very reliable",Date of travel: March 2024,
1.0 of 5 bubbles,Scam!!,Worst flight delayed for 8 hours straight no reimbursement waste of time and money instead choose viet jet or vietnam airlines,Date of travel: April 2024,
1.0 of 5 bubbles,They are thieves!,"Avoid Bamboo Airways at all costs! They cancelled my flight in August and owe me over £400 in refunds. Despite chasing them weekly for seven months, they've failed to reimburse me. Terrible service and total disregard for customers. Steer clear",Date of travel: November 2023,
2.0 of 5 bubbles,Do Vietnam Airlines instead for domestic,"Heard they were suppose to be good but was disappointed

Online booking abbreviated child's first name somehow which is not accepted on ticket at the airport. Needed to spend 20 minutes to have it fixed. Apparently this is a known system problem. Only the middle name should be abbreviated for infants online

Boarding was ground stairs up to plane but flight was same price as Vietnam airlines which has the walkway on the other flight during the trip. To get to the boarding area, they have to use shuttle buses to take you there but people are packed in like sardines. Why not do one more run or have one other bus to make this less uncomfortable?

Plane was old. Flight itself was ok. At least it wasn't delayed but it did take a long time to actually take off for a 1 hour flight. 

Might as well have flown Vietnam Airlines for same price or Vietjet if trying to get cheaper flights.",Date of travel: March 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Nickel and dime passengers to stay in business. Surprised that Bamboo is still operational.,"STAY AWAY!! Bamboo charged me extra to change my name on my booking because my first and middle name printed on my booking was not the same as on my passport. I typed in my name EXACTLY as required on Bamboo's website, with the first name first and the middle name second. This is not the order that my name appears on my passport.  NO OTHER AIRLINE CHARGES ME FOR THIS. DUHHH!!
Try to dispute it? Bamboo's website has no option to email them. Their ""Chat"" line isn't working. 
This is not an airline I will ever deal with in the future. There is no savings in the end, because Bamboo charges for literally EVERYTHING. They obviously make up reasons to charge extra fees.",Date of travel: March 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
